[05-Jun-2016 11:57:06 Europe/Paris] PHP Fatal error:  Call to undefined method CustomerManager::getSubList() in E:\EasyPHP\data\localweb\clim\module\client\update_client.php on line 23 
[21-Mar-2017 20:49:51 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 26
[21-Mar-2017 20:49:51 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[21-Mar-2017 20:49:51 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[21-Mar-2017 20:49:51 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[21-Mar-2017 20:49:51 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[21-Mar-2017 20:49:51 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[21-Mar-2017 20:49:51 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[21-Mar-2017 20:49:51 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[21-Mar-2017 20:49:51 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[21-Mar-2017 20:52:53 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 6
[21-Mar-2017 20:52:53 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 26
[21-Mar-2017 20:52:53 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 26
[21-Mar-2017 20:52:53 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[21-Mar-2017 20:52:53 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[21-Mar-2017 20:52:53 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[21-Mar-2017 20:52:53 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[21-Mar-2017 20:52:53 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[21-Mar-2017 20:52:53 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[21-Mar-2017 20:52:53 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[21-Mar-2017 20:52:53 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[22-Mar-2017 18:39:55 Europe/Paris] PHP Fatal error:  Unsupported operand types in E:\EasyPHP\data\localweb\clim\fluido\proc\getBilan.php on line 113
[22-Mar-2017 18:43:34 Europe/Paris] PHP Notice:  Undefined index: gazId in E:\EasyPHP\data\localweb\clim\fluido\proc\getBilan.php on line 113
[22-Mar-2017 18:43:34 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[22-Mar-2017 18:56:06 Europe/Paris] PHP Notice:  Undefined index:  in E:\EasyPHP\data\localweb\clim\fluido\proc\getBilan.php on line 113
[22-Mar-2017 18:56:06 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[22-Mar-2017 18:58:07 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[22-Mar-2017 18:59:46 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 200
[22-Mar-2017 19:00:37 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 200
[22-Mar-2017 19:00:55 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 200
[22-Mar-2017 19:01:10 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 200
[22-Mar-2017 19:01:27 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 200
[22-Mar-2017 19:01:56 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 200
[22-Mar-2017 19:02:37 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 201
[22-Mar-2017 19:04:31 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 202
[22-Mar-2017 19:05:28 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 203
[22-Mar-2017 19:12:51 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 208
[22-Mar-2017 21:10:31 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\fluido\proc\getBilan.php on line 150
[22-Mar-2017 21:10:31 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\fluido\proc\getBilan.php on line 150
[22-Mar-2017 21:10:31 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\fluido\proc\getBilan.php on line 150
[26-Mar-2017 14:54:38 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\fluido\proc\updateBilan.php on line 38
[26-Mar-2017 14:55:51 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\fluido\proc\updateBilan.php on line 38
[26-Mar-2017 14:56:19 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\fluido\proc\updateBilan.php on line 39
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 43
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 43
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 54
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 57
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 43
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 43
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 54
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 57
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 43
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 43
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 54
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 57
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 43
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 43
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 54
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 57
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 43
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 43
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 54
[26-Mar-2017 14:57:12 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 57
[26-Mar-2017 15:21:15 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 91
[26-Mar-2017 15:21:55 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 91
[26-Mar-2017 15:21:55 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 91
[29-Mar-2017 21:18:43 Europe/Paris] PHP Notice:  Undefined variable: stmnt in E:\EasyPHP\data\localweb\clim\historique\class\HistoryManager.php on line 19
[29-Mar-2017 21:18:43 Europe/Paris] PHP Fatal error:  Call to a member function bindParam() on a non-object in E:\EasyPHP\data\localweb\clim\historique\class\HistoryManager.php on line 19
[29-Mar-2017 21:19:42 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\historique\class\HistoryManager.php on line 20
[29-Mar-2017 21:20:12 Europe/Paris] PHP Fatal error:  Call to undefined method PDOStatement::lastInsertId() in E:\EasyPHP\data\localweb\clim\historique\class\HistoryManager.php on line 32
[29-Mar-2017 21:29:15 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\historique\class\HistoryManager.php on line 35
[29-Mar-2017 21:30:25 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\historique\class\HistoryManager.php on line 36
[29-Mar-2017 21:32:42 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\historique\class\HistoryManager.php on line 36
[29-Mar-2017 21:34:52 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\historique\class\HistoryManager.php on line 36
[29-Mar-2017 21:35:44 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\historique\class\HistoryManager.php on line 36
[29-Mar-2017 21:37:45 Europe/Paris] PHP Notice:  Undefined index: selected in E:\EasyPHP\data\localweb\clim\historique\class\History.php on line 12
[29-Mar-2017 21:38:10 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\historique\class\HistoryManager.php on line 41
[29-Mar-2017 21:38:10 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\historique\class\HistoryManager.php on line 41
[29-Mar-2017 21:38:10 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\historique\class\HistoryManager.php on line 41
[29-Mar-2017 21:38:10 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\historique\class\HistoryManager.php on line 41
[29-Mar-2017 21:38:10 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\historique\class\HistoryManager.php on line 41
[29-Mar-2017 21:38:10 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\historique\class\HistoryManager.php on line 41
[29-Mar-2017 21:38:10 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\historique\class\HistoryManager.php on line 41
[01-Apr-2017 15:52:23 Europe/Paris] PHP Notice:  Undefined index: date in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 46
[01-Apr-2017 15:52:23 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 6
[01-Apr-2017 15:52:23 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 26
[01-Apr-2017 15:52:23 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 26
[01-Apr-2017 15:52:23 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:23 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[01-Apr-2017 15:52:45 Europe/Paris] PHP Notice:  Undefined index: date in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 46
[01-Apr-2017 16:07:30 Europe/Paris] PHP Warning:  Illegal string offset 'date' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 37
[01-Apr-2017 16:07:30 Europe/Paris] PHP Warning:  date() expects parameter 2 to be long, string given in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 37
[01-Apr-2017 16:07:30 Europe/Paris] PHP Warning:  Illegal string offset 'date' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 37
[01-Apr-2017 16:07:30 Europe/Paris] PHP Warning:  date() expects parameter 2 to be long, string given in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 37
[01-Apr-2017 16:08:14 Europe/Paris] PHP Warning:  date() expects parameter 2 to be long, string given in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 37
[01-Apr-2017 16:08:14 Europe/Paris] PHP Warning:  date() expects parameter 2 to be long, string given in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 37
[01-Apr-2017 16:08:38 Europe/Paris] PHP Warning:  date() expects parameter 2 to be long, string given in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 38
[01-Apr-2017 16:08:38 Europe/Paris] PHP Warning:  date() expects parameter 2 to be long, string given in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 38
[01-Apr-2017 16:09:19 Europe/Paris] PHP Warning:  Illegal string offset 'date' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 38
[01-Apr-2017 16:09:19 Europe/Paris] PHP Warning:  date() expects parameter 2 to be long, string given in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 38
[01-Apr-2017 16:09:19 Europe/Paris] PHP Warning:  Illegal string offset 'date' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 38
[01-Apr-2017 16:09:19 Europe/Paris] PHP Warning:  date() expects parameter 2 to be long, string given in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 38
[01-Apr-2017 16:09:34 Europe/Paris] PHP Warning:  Illegal string offset 'date' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 37
[01-Apr-2017 16:09:34 Europe/Paris] PHP Warning:  Illegal string offset 'date' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 38
[01-Apr-2017 16:09:34 Europe/Paris] PHP Warning:  date() expects parameter 2 to be long, string given in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 38
[01-Apr-2017 16:09:34 Europe/Paris] PHP Warning:  Illegal string offset 'date' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 37
[01-Apr-2017 16:09:34 Europe/Paris] PHP Warning:  Illegal string offset 'date' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 38
[01-Apr-2017 16:09:34 Europe/Paris] PHP Warning:  date() expects parameter 2 to be long, string given in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 38
[01-Apr-2017 16:10:57 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 35
[01-Apr-2017 16:10:57 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 35
[01-Apr-2017 16:13:09 Europe/Paris] PHP Warning:  Illegal offset type in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 41
[01-Apr-2017 16:13:09 Europe/Paris] PHP Warning:  Illegal offset type in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 41
[01-Apr-2017 17:50:40 Europe/Paris] PHP Notice:  Undefined offset: 8 in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 47
[01-Apr-2017 17:50:40 Europe/Paris] PHP Notice:  Undefined offset: 7 in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 47
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 50
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: repere in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 51
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 56
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: repere in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 57
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 56
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: repere in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 57
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 56
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: repere in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 57
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 56
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: repere in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 57
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 56
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: repere in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 57
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 56
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: repere in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 57
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 50
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: repere in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 51
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 56
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: repere in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 57
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 56
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: repere in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 57
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 56
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: repere in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 57
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 56
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: repere in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 57
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 56
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: repere in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 57
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 56
[01-Apr-2017 17:58:42 Europe/Paris] PHP Notice:  Undefined index: repere in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 57
[01-Apr-2017 18:50:09 Europe/Paris] PHP Notice:  Undefined offset: 9 in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 71
[01-Apr-2017 18:50:09 Europe/Paris] PHP Notice:  Undefined offset: 9 in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 71
[01-Apr-2017 18:50:59 Europe/Paris] PHP Notice:  Undefined index: equipmentId in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 71
